recno,[RMS2003],FilEp,Kmag,e_Kmag
    6888,F1   813,1Ks12,20.64, 0.05
    6889,F1   816,1Ks12,20.52, 0.06
    6890,F1   818,1Ks12,20.44, 0.05
    6891,F1   821,1Ks12,21.01, 0.08
    6892,F1   828,1Ks12,20.17, 0.05
    6893,F1   831,1Ks12,20.35, 0.05
    6894,F1   838,1Ks12,20.50, 0.05
    6895,F1   839,1Ks12,21.01, 0.08
    6896,F1   846,1Ks12,20.70, 0.07
    6897,F1   847,1Ks12,20.13, 0.05
    6898,F1   854,1Ks12,20.75, 0.07
    6899,F1   870,1Ks12,20.67, 0.06
    6900,F1   880,1Ks12,20.19, 0.07
    6901,F1   890,1Ks12,20.55, 0.05
    6902,F1   892,1Ks12,21.81, 0.16
    6903,F1   893,1Ks12,20.61, 0.07
    6904,F1   902,1Ks12,20.07, 0.05
    6905,F1   903,1Ks12,20.03, 0.05
    6906,F1   904,1Ks12,20.28, 0.05
    6907,F1   907,1Ks12,     ,
    6908,F1   908,1Ks12,20.59, 0.06
    6909,F1   910,1Ks12,20.12, 0.05
    6910,F1   911,1Ks12,20.28, 0.05
    6911,F1   924,1Ks12,20.19, 0.05
    6912,F1   928,1Ks12,20.68, 0.07
    6913,F1   930,1Ks12,20.80, 0.10
    6914,F1   932,1Ks12,20.32, 0.05
    6915,F1   942,1Ks12,20.57, 0.06
    6916,F1   945,1Ks12,20.76, 0.07
    6917,F1   966,1Ks12,20.33, 0.06
    6918,F1   972,1Ks12,20.65, 0.06
    6919,F1   983,1Ks12,20.76, 0.07
    6920,F1   985,1Ks12,20.58, 0.07
    6921,F1   987,1Ks12,20.60, 0.06
    6922,F1   988,1Ks12,20.31, 0.05
    6923,F1   990,1Ks12,20.58, 0.09
    6924,F1   995,1Ks12,20.34, 0.05
    6925,F1   996,1Ks12,20.90, 0.07
    6926,F1  1001,1Ks12,20.20, 0.05
    6927,F1  1002,1Ks12,20.35, 0.06
    6928,F1  1006,1Ks12,20.55, 0.13
    6929,F1  1017,1Ks12,20.13, 0.05
    6930,F1  1019,1Ks12,21.07, 0.07
    6931,F1  1024,1Ks12,20.62, 0.06
    6932,F1  1029,1Ks12,20.63, 0.05
    6933,F1  1033,1Ks12,20.60, 0.10
    6934,F1  1048,1Ks12,20.49, 0.05
    6935,F1  1053,1Ks12,20.19, 0.05
    6936,F1  1055,1Ks12,20.47, 0.05
    6937,F1  1064,1Ks12,20.67, 0.06
    6938,F1  1068,1Ks12,20.33, 0.06
    6939,F1  1071,1Ks12,20.97, 0.10
    6940,F1  1072,1Ks12,20.44, 0.14
    6941,F1  1073,1Ks12,20.48, 0.07
    6942,F1  1079,1Ks12,     ,
    6943,F1  1082,1Ks12,20.62, 0.06
    6944,F1  1085,1Ks12,20.46, 0.05
    6945,F1  1086,1Ks12,20.27, 0.05
    6946,F1  1089,1Ks12,20.55, 0.07
    6947,F1  1097,1Ks12,20.77, 0.06
    6948,F1  1109,1Ks12,20.75, 0.09
    6949,F1  1112,1Ks12,20.63, 0.06
    6950,F1  1113,1Ks12,20.21, 0.05
    6951,F1  1115,1Ks12,20.57, 0.06
    6952,F1  1125,1Ks12,20.80, 0.05
    6953,F1  1133,1Ks12,20.87, 0.07
    6954,F1  1143,1Ks12,20.40, 0.05
    6955,F1  1151,1Ks12,20.67, 0.06
    6956,F1  1159,1Ks12,20.24, 0.05
    6957,F1  1162,1Ks12,20.54, 0.06
    6958,F1  1167,1Ks12,21.02, 0.07
    6959,F1  1172,1Ks12,20.73, 0.06
    6960,F1  1177,1Ks12,20.96, 0.08
    6961,F1  1178,1Ks12,20.34, 0.06
